product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_id
cama_mesa_banho,42.0,497.0,1.0,1700.0,50.0,7.0,39.0,29989
eletrodomesticos_2,60.0,982.0,4.0,4765.0,32.0,15.0,30.0,29990
eletronicos,60.0,1565.0,5.0,14250.0,38.0,64.0,49.0,29991
eletroportateis,53.0,361.0,1.0,15200.0,37.0,55.0,37.0,29992
papelaria,41.0,742.0,1.0,14350.0,101.0,8.0,60.0,29993
esporte_lazer,47.0,462.0,1.0,1250.0,26.0,16.0,11.0,29994
utilidades_domesticas,19.0,934.0,3.0,400.0,19.0,11.0,11.0,29995
informatica_acessorios,33.0,1084.0,2.0,150.0,41.0,2.0,29.0,29996
telefonia,59.0,1460.0,2.0,300.0,21.0,11.0,13.0,29997
beleza_saude,56.0,2197.0,3.0,650.0,30.0,20.0,20.0,29998
relogios_presentes,52.0,557.0,1.0,150.0,20.0,5.0,15.0,29999
cool_stuff,60.0,585.0,2.0,2300.0,53.0,40.0,22.0,30000
moveis_decoracao,60.0,87.0,1.0,1500.0,40.0,7.0,34.0,30001
cool_stuff,23.0,652.0,2.0,575.0,26.0,20.0,32.0,30002
informatica_acessorios,34.0,1078.0,2.0,250.0,41.0,2.0,29.0,30003
beleza_saude,36.0,2221.0,1.0,1950.0,30.0,10.0,17.0,30004
cama_mesa_banho,54.0,212.0,1.0,1050.0,38.0,8.0,28.0,30005
beleza_saude,56.0,1897.0,5.0,675.0,29.0,19.0,16.0,30006
utilidades_domesticas,58.0,1567.0,1.0,2000.0,16.0,20.0,11.0,30007
cool_stuff,38.0,666.0,2.0,200.0,32.0,3.0,23.0,30008
cama_mesa_banho,54.0,284.0,2.0,4200.0,41.0,13.0,13.0,30009
cama_mesa_banho,57.0,495.0,2.0,225.0,30.0,6.0,22.0,30010
papelaria,59.0,251.0,6.0,1500.0,60.0,20.0,29.0,30011
relogios_presentes,52.0,220.0,1.0,750.0,23.0,2.0,20.0,30012
moveis_decoracao,34.0,354.0,1.0,1500.0,22.0,34.0,28.0,30013
esporte_lazer,19.0,548.0,1.0,3100.0,19.0,3.0,19.0,30014
utilidades_domesticas,52.0,513.0,3.0,750.0,24.0,16.0,16.0,30015
fashion_calcados,57.0,404.0,4.0,1400.0,22.0,12.0,33.0,30016
cool_stuff,22.0,1231.0,1.0,200.0,16.0,10.0,20.0,30017
esporte_lazer,41.0,569.0,1.0,250.0,16.0,16.0,16.0,30018
perfumaria,47.0,466.0,6.0,150.0,22.0,11.0,11.0,30019
utilidades_domesticas,40.0,545.0,2.0,2100.0,48.0,25.0,25.0,30020
construcao_ferramentas_seguranca,49.0,342.0,4.0,100.0,20.0,20.0,20.0,30021
perfumaria,56.0,451.0,1.0,400.0,20.0,16.0,16.0,30022
telefonia,53.0,1307.0,2.0,167.0,18.0,3.0,14.0,30023
perfumaria,43.0,574.0,1.0,550.0,22.0,19.0,21.0,30024
eletronicos,60.0,517.0,4.0,200.0,16.0,6.0,14.0,30025
pet_shop,54.0,3379.0,1.0,7750.0,40.0,15.0,63.0,30026
cama_mesa_banho,58.0,663.0,1.0,1940.0,29.0,8.0,38.0,30027
pet_shop,51.0,346.0,1.0,5700.0,54.0,27.0,36.0,30028
papelaria,42.0,259.0,2.0,200.0,24.0,7.0,14.0,30029
beleza_saude,42.0,3156.0,1.0,300.0,18.0,18.0,18.0,30030
casa_construcao,54.0,923.0,2.0,800.0,16.0,27.0,16.0,30031
eletronicos,60.0,1219.0,3.0,175.0,16.0,5.0,11.0,30032
moveis_decoracao,40.0,451.0,3.0,450.0,20.0,15.0,20.0,30033
sinalizacao_e_seguranca,36.0,609.0,2.0,575.0,45.0,21.0,23.0,30034
esporte_lazer,47.0,1283.0,1.0,2150.0,20.0,20.0,20.0,30035
dvds_blu_ray,52.0,364.0,1.0,90.0,20.0,2.0,14.0,30036
,,,,800.0,50.0,15.0,30.0,30037
esporte_lazer,48.0,901.0,3.0,750.0,19.0,36.0,24.0,30038
esporte_lazer,54.0,935.0,3.0,350.0,25.0,12.0,18.0,30039
beleza_saude,59.0,526.0,4.0,200.0,19.0,11.0,23.0,30040
cama_mesa_banho,60.0,162.0,1.0,4625.0,40.0,15.0,23.0,30041
esporte_lazer,56.0,377.0,1.0,150.0,16.0,6.0,22.0,30042
moveis_decoracao,32.0,950.0,1.0,600.0,20.0,56.0,20.0,30043
relogios_presentes,57.0,631.0,5.0,400.0,16.0,2.0,20.0,30044
utilidades_domesticas,59.0,738.0,6.0,1500.0,28.0,20.0,28.0,30045
esporte_lazer,52.0,1099.0,8.0,3050.0,82.0,15.0,22.0,30046
utilidades_domesticas,45.0,234.0,1.0,2950.0,35.0,30.0,30.0,30047
audio,52.0,929.0,3.0,250.0,16.0,2.0,22.0,30048
moveis_decoracao,33.0,292.0,3.0,533.0,23.0,13.0,14.0,30049
beleza_saude,42.0,500.0,1.0,4050.0,17.0,11.0,13.0,30050
beleza_saude,58.0,810.0,2.0,225.0,18.0,11.0,13.0,30051
beleza_saude,57.0,696.0,5.0,350.0,19.0,11.0,23.0,30052
esporte_lazer,43.0,322.0,1.0,150.0,16.0,11.0,11.0,30053
telefonia,58.0,259.0,2.0,70.0,19.0,4.0,15.0,30054
brinquedos,51.0,392.0,2.0,500.0,21.0,10.0,15.0,30055
moveis_decoracao,59.0,926.0,3.0,1050.0,40.0,10.0,40.0,30056
fashion_bolsas_e_acessorios,60.0,114.0,3.0,200.0,16.0,2.0,20.0,30057
moveis_decoracao,55.0,1892.0,3.0,6400.0,80.0,4.0,55.0,30058
perfumaria,60.0,193.0,1.0,1200.0,16.0,16.0,16.0,30059
brinquedos,19.0,246.0,5.0,900.0,34.0,7.0,18.0,30060
la_cuisine,49.0,554.0,1.0,1750.0,95.0,9.0,37.0,30061
telefonia_fixa,53.0,2545.0,4.0,2300.0,20.0,12.0,33.0,30062
utilidades_domesticas,37.0,216.0,4.0,200.0,16.0,16.0,14.0,30063
eletronicos,42.0,947.0,2.0,200.0,16.0,4.0,20.0,30064
consoles_games,49.0,915.0,3.0,500.0,18.0,8.0,12.0,30065
relogios_presentes,50.0,501.0,2.0,300.0,16.0,11.0,11.0,30066
cool_stuff,55.0,697.0,3.0,650.0,20.0,20.0,21.0,30067
pet_shop,51.0,345.0,1.0,1100.0,54.0,27.0,36.0,30068
papelaria,24.0,342.0,1.0,1300.0,20.0,49.0,33.0,30069
automotivo,60.0,1227.0,1.0,14100.0,68.0,18.0,38.0,30070
automotivo,22.0,1007.0,3.0,200.0,35.0,10.0,20.0,30071
casa_construcao,57.0,231.0,2.0,4100.0,27.0,27.0,31.0,30072
informatica_acessorios,53.0,349.0,1.0,880.0,32.0,18.0,17.0,30073
fashion_bolsas_e_acessorios,35.0,221.0,2.0,100.0,25.0,5.0,16.0,30074
brinquedos,45.0,1227.0,1.0,4633.0,57.0,73.0,36.0,30075
casa_construcao,58.0,2715.0,2.0,1374.0,29.0,23.0,24.0,30076
beleza_saude,58.0,2869.0,1.0,500.0,16.0,11.0,11.0,30077
esporte_lazer,55.0,3295.0,1.0,4800.0,23.0,21.0,22.0,30078
moveis_decoracao,58.0,770.0,1.0,650.0,30.0,30.0,30.0,30079
cama_mesa_banho,47.0,359.0,1.0,16000.0,16.0,10.0,16.0,30080
utilidades_domesticas,45.0,711.0,1.0,12800.0,35.0,48.0,40.0,30081
cama_mesa_banho,44.0,501.0,1.0,2400.0,30.0,30.0,30.0,30082
cama_mesa_banho,26.0,421.0,1.0,300.0,16.0,12.0,11.0,30083
automotivo,36.0,250.0,1.0,900.0,40.0,4.0,30.0,30084
climatizacao,57.0,364.0,1.0,2000.0,22.0,38.0,37.0,30085
moveis_decoracao,33.0,259.0,2.0,1500.0,65.0,15.0,15.0,30086
bebes,57.0,346.0,2.0,8800.0,45.0,25.0,45.0,30087
cama_mesa_banho,34.0,216.0,2.0,1100.0,33.0,9.0,38.0,30088
cama_mesa_banho,52.0,350.0,2.0,2069.0,65.0,19.0,44.0,30089
moveis_decoracao,56.0,1988.0,3.0,2550.0,65.0,8.0,45.0,30090
moveis_decoracao,49.0,779.0,2.0,21400.0,105.0,28.0,65.0,30091
telefonia,57.0,75.0,1.0,200.0,16.0,14.0,15.0,30092
automotivo,56.0,1157.0,1.0,100.0,30.0,10.0,20.0,30093
moveis_decoracao,37.0,273.0,1.0,2850.0,50.0,50.0,16.0,30094
malas_acessorios,50.0,953.0,1.0,18050.0,53.0,77.0,33.0,30095
utilidades_domesticas,58.0,114.0,2.0,2550.0,16.0,30.0,72.0,30096
moveis_decoracao,49.0,868.0,1.0,1600.0,40.0,8.0,40.0,30097
relogios_presentes,60.0,877.0,3.0,600.0,16.0,11.0,12.0,30098
beleza_saude,55.0,1297.0,1.0,850.0,20.0,30.0,25.0,30099
construcao_ferramentas_construcao,59.0,338.0,1.0,1400.0,20.0,8.0,20.0,30100
beleza_saude,43.0,878.0,1.0,600.0,30.0,15.0,16.0,30101
automotivo,49.0,1252.0,2.0,1350.0,61.0,8.0,30.0,30102
automotivo,36.0,53.0,2.0,4600.0,102.0,33.0,30.0,30103
bebes,23.0,1059.0,2.0,100.0,22.0,23.0,16.0,30104
relogios_presentes,56.0,561.0,1.0,350.0,21.0,12.0,14.0,30105
cool_stuff,34.0,200.0,2.0,100.0,20.0,3.0,11.0,30106
casa_conforto,58.0,216.0,3.0,2300.0,40.0,20.0,30.0,30107
ferramentas_jardim,49.0,1060.0,3.0,2750.0,40.0,25.0,20.0,30108
informatica_acessorios,37.0,603.0,4.0,400.0,37.0,6.0,12.0,30109
moveis_decoracao,55.0,563.0,1.0,300.0,35.0,10.0,25.0,30110
cool_stuff,58.0,416.0,4.0,400.0,20.0,22.0,18.0,30111
utilidades_domesticas,49.0,124.0,1.0,800.0,16.0,16.0,16.0,30112
moveis_decoracao,15.0,856.0,1.0,5700.0,56.0,15.0,36.0,30113
instrumentos_musicais,60.0,1435.0,1.0,2150.0,50.0,20.0,30.0,30114
informatica_acessorios,56.0,688.0,3.0,500.0,20.0,20.0,20.0,30115
moveis_decoracao,49.0,868.0,1.0,1300.0,40.0,8.0,40.0,30116
esporte_lazer,38.0,912.0,1.0,900.0,16.0,20.0,20.0,30117
papelaria,59.0,433.0,1.0,100.0,16.0,10.0,15.0,30118
papelaria,48.0,533.0,1.0,1100.0,36.0,29.0,33.0,30119
construcao_ferramentas_iluminacao,60.0,648.0,4.0,1500.0,30.0,20.0,20.0,30120
utilidades_domesticas,53.0,1274.0,1.0,6050.0,35.0,12.0,55.0,30121
relogios_presentes,35.0,694.0,1.0,550.0,18.0,12.0,13.0,30122
,,,,200.0,17.0,14.0,16.0,30123
casa_construcao,49.0,897.0,5.0,550.0,17.0,26.0,17.0,30124
pet_shop,57.0,334.0,5.0,6150.0,30.0,30.0,30.0,30125
automotivo,57.0,347.0,2.0,3800.0,39.0,5.0,39.0,30126
bebes,25.0,1203.0,2.0,9133.0,48.0,35.0,64.0,30127
utilidades_domesticas,45.0,285.0,3.0,600.0,16.0,15.0,12.0,30128
moveis_decoracao,60.0,2138.0,2.0,3000.0,69.0,11.0,11.0,30129
ferramentas_jardim,59.0,312.0,1.0,1950.0,33.0,12.0,20.0,30130
papelaria,57.0,303.0,1.0,250.0,16.0,6.0,11.0,30131
fashion_bolsas_e_acessorios,54.0,224.0,2.0,100.0,16.0,6.0,13.0,30132
cama_mesa_banho,43.0,209.0,1.0,1150.0,33.0,9.0,38.0,30133
automotivo,27.0,209.0,2.0,100.0,16.0,2.0,16.0,30134
moveis_decoracao,51.0,271.0,1.0,3750.0,35.0,20.0,26.0,30135
moveis_decoracao,46.0,1039.0,1.0,650.0,33.0,4.0,33.0,30136
brinquedos,47.0,411.0,1.0,200.0,28.0,13.0,22.0,30137
telefonia,41.0,1311.0,2.0,50.0,18.0,6.0,11.0,30138
eletronicos,41.0,383.0,1.0,150.0,25.0,7.0,16.0,30139
telefonia,58.0,1127.0,5.0,600.0,20.0,14.0,12.0,30140
moveis_decoracao,52.0,444.0,4.0,500.0,35.0,35.0,11.0,30141
fashion_roupa_masculina,30.0,777.0,1.0,400.0,20.0,17.0,15.0,30142
beleza_saude,46.0,1737.0,1.0,1750.0,16.0,16.0,16.0,30143
eletronicos,41.0,251.0,1.0,100.0,22.0,9.0,18.0,30144
cama_mesa_banho,56.0,663.0,1.0,3800.0,42.0,16.0,36.0,30145
utilidades_domesticas,55.0,1869.0,5.0,1150.0,35.0,15.0,20.0,30146
beleza_saude,53.0,1121.0,1.0,3300.0,30.0,12.0,16.0,30147
beleza_saude,43.0,581.0,1.0,150.0,16.0,7.0,15.0,30148
construcao_ferramentas_seguranca,51.0,561.0,1.0,1150.0,80.0,7.0,11.0,30149
bebes,49.0,702.0,1.0,250.0,18.0,8.0,24.0,30150
construcao_ferramentas_construcao,58.0,380.0,2.0,150.0,20.0,5.0,20.0,30151
moveis_decoracao,50.0,593.0,4.0,400.0,30.0,5.0,48.0,30152
telefonia,60.0,734.0,4.0,300.0,17.0,4.0,12.0,30153
relogios_presentes,37.0,526.0,1.0,300.0,19.0,9.0,15.0,30154
,,,,800.0,16.0,19.0,11.0,30155
fashion_calcados,34.0,240.0,12.0,200.0,29.0,7.0,16.0,30156
automotivo,52.0,391.0,1.0,200.0,16.0,6.0,20.0,30157
ferramentas_jardim,58.0,595.0,3.0,2350.0,28.0,8.0,25.0,30158
moveis_quarto,20.0,252.0,1.0,12500.0,43.0,33.0,33.0,30159
beleza_saude,56.0,597.0,1.0,300.0,35.0,3.0,12.0,30160
moveis_decoracao,40.0,881.0,1.0,350.0,60.0,20.0,11.0,30161
relogios_presentes,55.0,1457.0,5.0,500.0,20.0,19.0,17.0,30162
moveis_decoracao,46.0,249.0,3.0,8600.0,40.0,30.0,40.0,30163
moveis_decoracao,59.0,205.0,8.0,1000.0,31.0,11.0,26.0,30164
relogios_presentes,50.0,201.0,5.0,200.0,16.0,5.0,11.0,30165
beleza_saude,55.0,271.0,1.0,350.0,23.0,7.0,15.0,30166
relogios_presentes,49.0,562.0,2.0,300.0,16.0,11.0,11.0,30167
beleza_saude,24.0,407.0,6.0,20200.0,90.0,60.0,20.0,30168
brinquedos,60.0,765.0,5.0,12050.0,101.0,12.0,56.0,30169
ferramentas_jardim,59.0,1251.0,2.0,800.0,30.0,12.0,30.0,30170
perfumaria,53.0,369.0,2.0,450.0,21.0,27.0,15.0,30171
malas_acessorios,47.0,114.0,1.0,1150.0,35.0,10.0,34.0,30172
informatica_acessorios,57.0,798.0,1.0,150.0,20.0,15.0,20.0,30173
esporte_lazer,22.0,415.0,3.0,2000.0,22.0,20.0,22.0,30174
informatica_acessorios,57.0,126.0,2.0,300.0,30.0,15.0,20.0,30175
papelaria,53.0,303.0,1.0,310.0,21.0,7.0,15.0,30176
pet_shop,55.0,870.0,4.0,1075.0,25.0,16.0,20.0,30177
artes,45.0,757.0,2.0,275.0,27.0,17.0,21.0,30178
pet_shop,58.0,1072.0,2.0,13100.0,42.0,45.0,30.0,30179
beleza_saude,58.0,1080.0,1.0,150.0,18.0,9.0,12.0,30180
brinquedos,50.0,406.0,2.0,850.0,45.0,5.0,28.0,30181
bebes,50.0,1471.0,2.0,325.0,20.0,12.0,18.0,30182
esporte_lazer,54.0,571.0,3.0,552.0,22.0,16.0,18.0,30183
bebes,23.0,1057.0,1.0,100.0,22.0,23.0,16.0,30184
cool_stuff,60.0,156.0,2.0,200.0,16.0,5.0,11.0,30185
fashion_bolsas_e_acessorios,59.0,438.0,5.0,150.0,19.0,9.0,11.0,30186
pet_shop,56.0,499.0,4.0,1250.0,35.0,7.0,48.0,30187
brinquedos,38.0,853.0,3.0,442.0,20.0,16.0,14.0,30188
ferramentas_jardim,35.0,221.0,1.0,500.0,16.0,33.0,13.0,30189
utilidades_domesticas,60.0,1031.0,1.0,8250.0,53.0,23.0,43.0,30190
ferramentas_jardim,60.0,360.0,3.0,3000.0,67.0,3.0,41.0,30191
cama_mesa_banho,50.0,138.0,1.0,4517.0,57.0,17.0,35.0,30192
beleza_saude,57.0,615.0,2.0,950.0,35.0,25.0,20.0,30193
utilidades_domesticas,58.0,170.0,1.0,150.0,16.0,10.0,16.0,30194
beleza_saude,52.0,1336.0,1.0,29100.0,50.0,50.0,11.0,30195
cama_mesa_banho,49.0,407.0,1.0,5250.0,49.0,28.0,46.0,30196
relogios_presentes,55.0,176.0,4.0,150.0,16.0,2.0,11.0,30197
dvds_blu_ray,40.0,747.0,1.0,150.0,20.0,2.0,14.0,30198
portateis_casa_forno_e_cafe,57.0,897.0,3.0,6600.0,45.0,25.0,35.0,30199
cama_mesa_banho,60.0,248.0,1.0,1200.0,46.0,14.0,40.0,30200
beleza_saude,35.0,464.0,1.0,625.0,18.0,18.0,18.0,30201
relogios_presentes,42.0,705.0,2.0,300.0,16.0,13.0,13.0,30202
artigos_de_natal,43.0,266.0,1.0,200.0,16.0,7.0,11.0,30203
cama_mesa_banho,60.0,665.0,1.0,2400.0,42.0,11.0,36.0,30204
esporte_lazer,54.0,523.0,2.0,8450.0,42.0,102.0,47.0,30205
esporte_lazer,48.0,516.0,3.0,613.0,24.0,15.0,20.0,30206
eletrodomesticos,57.0,416.0,1.0,6150.0,50.0,2.0,37.0,30207
esporte_lazer,63.0,1562.0,10.0,1150.0,20.0,16.0,20.0,30208
brinquedos,46.0,927.0,2.0,1354.0,26.0,27.0,34.0,30209
beleza_saude,50.0,1257.0,1.0,300.0,19.0,12.0,13.0,30210
utilidades_domesticas,29.0,770.0,5.0,800.0,40.0,10.0,35.0,30211
beleza_saude,54.0,960.0,3.0,271.0,19.0,11.0,13.0,30212
utilidades_domesticas,43.0,542.0,4.0,1600.0,38.0,20.0,16.0,30213
eletrodomesticos,55.0,276.0,3.0,300.0,34.0,13.0,17.0,30214
ferramentas_jardim,63.0,333.0,3.0,6000.0,38.0,34.0,27.0,30215
market_place,62.0,1044.0,1.0,700.0,20.0,20.0,20.0,30216
pcs,53.0,3737.0,1.0,14300.0,52.0,27.0,52.0,30217
beleza_saude,50.0,1151.0,1.0,250.0,16.0,20.0,15.0,30218
cama_mesa_banho,53.0,228.0,1.0,1500.0,37.0,10.0,35.0,30219
pet_shop,60.0,1283.0,3.0,1250.0,68.0,3.0,45.0,30220
utilidades_domesticas,57.0,437.0,1.0,1000.0,32.0,22.0,15.0,30221
telefonia,52.0,615.0,2.0,100.0,16.0,6.0,15.0,30222
bebes,33.0,908.0,1.0,1000.0,42.0,25.0,15.0,30223
moveis_decoracao,51.0,1987.0,3.0,2350.0,65.0,8.0,45.0,30224
informatica_acessorios,60.0,271.0,1.0,3012.0,29.0,27.0,26.0,30225
dvds_blu_ray,50.0,725.0,1.0,200.0,20.0,2.0,14.0,30226
livros_interesse_geral,24.0,119.0,1.0,950.0,25.0,4.0,18.0,30227
alimentos_bebidas,36.0,352.0,3.0,650.0,16.0,23.0,17.0,30228
moveis_decoracao,55.0,238.0,1.0,2700.0,50.0,12.0,40.0,30229
ferramentas_jardim,58.0,1063.0,1.0,472.0,18.0,19.0,18.0,30230
papelaria,59.0,227.0,3.0,900.0,38.0,30.0,28.0,30231
esporte_lazer,59.0,772.0,1.0,2450.0,20.0,11.0,20.0,30232
pet_shop,51.0,728.0,1.0,5850.0,46.0,13.0,43.0,30233
moveis_decoracao,59.0,1180.0,2.0,1950.0,43.0,14.0,12.0,30234
papelaria,37.0,151.0,1.0,200.0,16.0,10.0,11.0,30235
utilidades_domesticas,45.0,381.0,1.0,400.0,26.0,12.0,20.0,30236
informatica_acessorios,45.0,461.0,2.0,800.0,16.0,29.0,20.0,30237
consoles_games,43.0,675.0,3.0,650.0,26.0,17.0,26.0,30238
beleza_saude,53.0,144.0,1.0,100.0,16.0,11.0,11.0,30239
telefonia,58.0,1551.0,1.0,100.0,20.0,20.0,20.0,30240
moveis_decoracao,50.0,510.0,1.0,1500.0,42.0,10.0,32.0,30241
brinquedos,48.0,557.0,1.0,10350.0,43.0,40.0,44.0,30242
eletroportateis,56.0,1031.0,6.0,625.0,21.0,19.0,16.0,30243
informatica_acessorios,59.0,731.0,4.0,20800.0,57.0,57.0,23.0,30244
esporte_lazer,58.0,2469.0,1.0,2200.0,72.0,20.0,12.0,30245
brinquedos,56.0,708.0,6.0,7000.0,20.0,62.0,35.0,30246
papelaria,55.0,959.0,4.0,6400.0,36.0,36.0,38.0,30247
automotivo,40.0,499.0,1.0,11500.0,60.0,60.0,19.0,30248
moveis_decoracao,55.0,261.0,1.0,4000.0,47.0,21.0,41.0,30249
cama_mesa_banho,60.0,259.0,1.0,1750.0,30.0,5.0,30.0,30250
esporte_lazer,37.0,309.0,2.0,150.0,16.0,6.0,18.0,30251
cama_mesa_banho,54.0,111.0,1.0,1500.0,40.0,15.0,30.0,30252
brinquedos,32.0,141.0,2.0,2690.0,39.0,24.0,40.0,30253
cool_stuff,31.0,347.0,2.0,4100.0,58.0,51.0,29.0,30254
bebes,54.0,2583.0,10.0,11450.0,57.0,78.0,44.0,30255
automotivo,60.0,329.0,5.0,300.0,16.0,16.0,12.0,30256
telefonia,51.0,622.0,2.0,350.0,17.0,4.0,12.0,30257
automotivo,58.0,314.0,3.0,1550.0,37.0,10.0,36.0,30258
fashion_bolsas_e_acessorios,45.0,887.0,6.0,50.0,18.0,18.0,12.0,30259
esporte_lazer,56.0,332.0,1.0,500.0,25.0,25.0,25.0,30260
moveis_sala,34.0,1367.0,1.0,15150.0,43.0,38.0,43.0,30261
esporte_lazer,42.0,141.0,1.0,250.0,20.0,20.0,20.0,30262
cama_mesa_banho,57.0,763.0,4.0,850.0,30.0,30.0,20.0,30263
beleza_saude,23.0,854.0,1.0,163.0,33.0,4.0,20.0,30264
industria_comercio_e_negocios,58.0,1430.0,5.0,11950.0,16.0,103.0,25.0,30265
telefonia,56.0,2657.0,2.0,500.0,23.0,7.0,15.0,30266
beleza_saude,45.0,124.0,2.0,900.0,30.0,5.0,23.0,30267
moveis_escritorio,50.0,2116.0,1.0,14600.0,58.0,28.0,58.0,30268
fashion_bolsas_e_acessorios,55.0,952.0,2.0,100.0,16.0,6.0,13.0,30269
casa_construcao,60.0,843.0,1.0,275.0,20.0,11.0,19.0,30270
cama_mesa_banho,56.0,275.0,1.0,1250.0,45.0,15.0,35.0,30271
moveis_decoracao,44.0,1460.0,9.0,650.0,35.0,2.0,25.0,30272
artes,29.0,70.0,1.0,1600.0,40.0,30.0,30.0,30273
utilidades_domesticas,56.0,348.0,1.0,700.0,51.0,13.0,11.0,30274
telefonia,54.0,1246.0,3.0,200.0,18.0,7.0,16.0,30275
esporte_lazer,56.0,495.0,5.0,650.0,50.0,15.0,25.0,30276
automotivo,43.0,334.0,3.0,1600.0,42.0,5.0,42.0,30277
esporte_lazer,47.0,416.0,2.0,600.0,50.0,10.0,30.0,30278
utilidades_domesticas,63.0,1509.0,1.0,5450.0,20.0,30.0,15.0,30279
beleza_saude,34.0,941.0,2.0,300.0,36.0,5.0,17.0,30280
moveis_sala,56.0,267.0,1.0,3550.0,62.0,27.0,17.0,30281
esporte_lazer,57.0,793.0,1.0,3200.0,30.0,32.0,20.0,30282
cama_mesa_banho,42.0,201.0,1.0,750.0,49.0,5.0,39.0,30283
moveis_sala,60.0,417.0,1.0,5550.0,50.0,10.0,50.0,30284
agro_industria_e_comercio,55.0,435.0,3.0,9950.0,65.0,26.0,26.0,30285
perfumaria,43.0,116.0,1.0,468.0,23.0,18.0,19.0,30286
eletroportateis,52.0,274.0,2.0,250.0,20.0,20.0,20.0,30287
moveis_decoracao,39.0,677.0,1.0,12600.0,35.0,45.0,35.0,30288
automotivo,58.0,92.0,2.0,100.0,16.0,8.0,16.0,30289
esporte_lazer,38.0,264.0,2.0,2450.0,28.0,28.0,20.0,30290
pet_shop,42.0,531.0,4.0,300.0,30.0,3.0,30.0,30291
fashion_bolsas_e_acessorios,27.0,822.0,1.0,100.0,16.0,5.0,16.0,30292
,,,,200.0,16.0,2.0,20.0,30293
ferramentas_jardim,59.0,341.0,2.0,1750.0,37.0,22.0,40.0,30294
beleza_saude,60.0,919.0,1.0,200.0,22.0,3.0,15.0,30295
automotivo,59.0,690.0,5.0,1550.0,68.0,9.0,35.0,30296
moveis_decoracao,40.0,929.0,1.0,1900.0,30.0,30.0,30.0,30297
fashion_bolsas_e_acessorios,60.0,767.0,5.0,300.0,16.0,6.0,20.0,30298
ferramentas_jardim,42.0,300.0,1.0,400.0,23.0,3.0,12.0,30299
informatica_acessorios,38.0,526.0,2.0,150.0,20.0,20.0,20.0,30300
malas_acessorios,48.0,1086.0,1.0,700.0,90.0,5.0,11.0,30301
livros_tecnicos,36.0,417.0,1.0,1000.0,29.0,2.0,20.0,30302
construcao_ferramentas_construcao,52.0,2683.0,1.0,2490.0,16.0,19.0,24.0,30303
brinquedos,60.0,307.0,3.0,1600.0,31.0,27.0,25.0,30304
beleza_saude,57.0,3153.0,1.0,300.0,18.0,18.0,18.0,30305
cama_mesa_banho,54.0,292.0,1.0,2325.0,43.0,10.0,33.0,30306
automotivo,50.0,1584.0,3.0,150.0,19.0,19.0,14.0,30307
brinquedos,43.0,1433.0,5.0,10450.0,35.0,45.0,70.0,30308
bebes,40.0,396.0,2.0,767.0,30.0,29.0,25.0,30309
consoles_games,43.0,1078.0,1.0,400.0,21.0,18.0,17.0,30310
consoles_games,38.0,864.0,3.0,525.0,25.0,22.0,27.0,30311
moveis_decoracao,63.0,741.0,5.0,300.0,22.0,6.0,15.0,30312
automotivo,46.0,262.0,2.0,50.0,16.0,16.0,12.0,30313
brinquedos,45.0,192.0,1.0,550.0,52.0,12.0,16.0,30314
perfumaria,43.0,1164.0,1.0,500.0,16.0,16.0,22.0,30315
automotivo,36.0,812.0,3.0,17250.0,61.0,60.0,36.0,30316
telefonia_fixa,51.0,849.0,2.0,550.0,23.0,17.0,17.0,30317
automotivo,52.0,717.0,2.0,2550.0,30.0,30.0,30.0,30318
beleza_saude,58.0,1316.0,1.0,350.0,18.0,13.0,18.0,30319
beleza_saude,49.0,843.0,1.0,250.0,30.0,12.0,16.0,30320
market_place,36.0,1196.0,5.0,300.0,19.0,5.0,20.0,30321
,,,,8750.0,80.0,10.0,60.0,30322
utilidades_domesticas,46.0,828.0,2.0,19600.0,53.0,35.0,35.0,30323
utilidades_domesticas,58.0,524.0,8.0,150.0,30.0,10.0,20.0,30324
esporte_lazer,58.0,613.0,1.0,4300.0,16.0,2.0,16.0,30325
automotivo,28.0,311.0,1.0,1000.0,40.0,40.0,40.0,30326
sinalizacao_e_seguranca,44.0,385.0,1.0,400.0,29.0,3.0,24.0,30327
utilidades_domesticas,40.0,287.0,2.0,5950.0,36.0,26.0,36.0,30328
relogios_presentes,52.0,632.0,1.0,300.0,19.0,10.0,15.0,30329
utilidades_domesticas,28.0,331.0,1.0,8150.0,40.0,11.0,40.0,30330
cool_stuff,55.0,330.0,1.0,2300.0,33.0,44.0,19.0,30331
moveis_decoracao,59.0,413.0,3.0,16350.0,55.0,40.0,40.0,30332
fashion_bolsas_e_acessorios,41.0,214.0,3.0,100.0,17.0,4.0,13.0,30333
beleza_saude,56.0,929.0,1.0,300.0,17.0,13.0,13.0,30334
telefonia,39.0,258.0,2.0,200.0,19.0,4.0,11.0,30335
brinquedos,44.0,530.0,1.0,450.0,18.0,14.0,15.0,30336
eletronicos,48.0,952.0,1.0,450.0,30.0,30.0,20.0,30337
,,,,800.0,39.0,12.0,17.0,30338
papelaria,57.0,349.0,10.0,5650.0,60.0,20.0,29.0,30339
relogios_presentes,52.0,467.0,1.0,80.0,16.0,11.0,11.0,30340
esporte_lazer,35.0,1214.0,4.0,30000.0,40.0,97.0,40.0,30341
telefonia,60.0,446.0,4.0,300.0,20.0,3.0,11.0,30342
